INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT
55001	深渊挖掘者★	0	1200	1	0	0	0	500000	500000	100000	100000	1000	0	0	0	180	0	0	0	50	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2507	0	201	0	0	gw147	130	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	8000000000	0	51001	525	0	0	0	0	0	0	0		0	952:1:5:1	1
55002	深渊挖掘者★★	0	1300	1	0	0	0	750000	750000	300000	300000	1000	0	0	0	180	0	0	0	80	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2507	0	201	0	0	gw147	130	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	16000000000	0	51002	700	0	0	0	0	0	0	0		0	952:1:5:1	1
55003	深渊挖掘者★★★	0	1400	1	0	0	0	1130000	1130000	450000	450000	1000	0	0	0	180	0	0	0	110	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2507	0	201	0	0	gw147	130	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	32000000000	0	51003	875	0	0	0	0	0	0	0		0	952:1:6:1	1
55004	深渊挖掘者★★★★	0	1500	1	0	0	0	1690000	1690000	600000	600000	1000	0	0	0	180	0	0	0	170	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2507	0	201	0	0	gw147	130	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	64000000000	0	51004	1050	0	0	0	0	0	0	0		0	952:1:6:1	1
55005	深渊挖掘者★★★★★	0	1600	1	0	0	0	2530000	2530000	800000	800000	1000	0	0	0	180	0	0	0	250	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2507	0	201	0	0	gw147	130	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	1.28E+11	0	51005	1225	0	0	0	0	0	0	0		0	952:1:8:1	1
56001	远古三头魔★	0	1200	1	0	0	0	500000	500000	100000	100000	1000	0	0	0	180	0	0	0	60	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2402	0	201	0	0	gw147	1014	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	12000000000	0	51001	525	0	0	0	0	0	0	0		0	952:1:5:1	1
56002	远古三头魔★★	0	1300	1	0	0	0	750000	750000	300000	300000	1000	0	0	0	180	0	0	0	90	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2402	0	201	0	0	gw147	1014	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	24000000000	0	51002	700	0	0	0	0	0	0	0		0	952:1:5:1	1
56003	远古三头魔★★★	0	1400	1	0	0	0	1130000	1130000	450000	450000	1000	0	0	0	180	0	0	0	140	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2402	0	201	0	0	gw147	1014	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	48000000000	0	51003	875	0	0	0	0	0	0	0		0	952:1:6:1	1
56004	远古三头魔★★★★	0	1500	1	0	0	0	1690000	1690000	600000	600000	1000	0	0	0	180	0	0	0	200	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2402	0	201	0	0	gw147	1014	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	96000000000	0	51004	1050	0	0	0	0	0	0	0		0	952:1:6:1	1
56005	远古三头魔★★★★★	0	1600	1	0	0	0	2530000	2530000	800000	800000	1000	0	0	0	180	0	0	0	300	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2402	0	201	0	0	gw147	1014	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	1.92E+11	0	51005	1225	0	0	0	0	0	0	0		0	952:1:8:1	1
57001	阿修罗守护★	0	1200	1	0	0	0	1500000	1500000	300000	300000	1000	0	0	0	180	0	0	0	100	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:3210	0	201	0	0	gw147	610	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	20000000000	0	51001	1800	0	0	0	0	0	0	0		0	952:1:5:1	1
57002	阿修罗守护★★	0	1300	1	0	0	0	2250000	2250000	500000	500000	1000	0	0	0	180	0	0	0	150	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:3210	0	201	0	0	gw147	610	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	40000000000	0	51002	2400	0	0	0	0	0	0	0		0	952:1:5:1	1
57003	阿修罗守护★★★	0	1400	1	0	0	0	3380000	3380000	800000	800000	1000	0	0	0	180	0	0	0	230	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:3210	0	201	0	0	gw147	610	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	80000000000	0	51003	3000	0	0	0	0	0	0	0		0	952:1:6:1	1
57004	阿修罗守护★★★★	0	1500	1	0	0	0	5060000	5060000	1000000	1000000	1000	0	0	0	180	0	0	0	340	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:3210	0	201	0	0	gw147	610	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	1.6E+11	0	51004	3600	0	0	0	0	0	0	0		0	952:1:6:1	1
57005	阿修罗守护★★★★★	0	1600	1	0	0	0	7590000	7590000	1500000	1500000	1000	0	0	0	180	0	0	0	510	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:3210	0	201	0	0	gw147	610	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	3.2E+11	0	51005	4200	0	0	0	0	0	0	0		0	952:1:8:1	1
60000	盗木贼★★★★★	0	3000	3	30000000	0	0	80000	80000	2000	3000	100000	0	0	0	180	0	0	0	400	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	1019	fj020	0	0	-1	0	0	1	100	0	11	0	1	63	188	无	0	1	0	5	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	10000	0xff680d	0	200:250	0	0	-1	-1	1	0	120000000	1	35012	0	0	0	0	0	0	0	0		0	952:1:30:1	0
99001	心魔·蛮荒巨人（测试）	15001	1300	1	130000000	0	0	2600000	2600000	130000	130000	100000	0	0	0	180	0	100	1000	700	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	30000	2502	0	0	0	201	0	0	gw147	712	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	100:180	2	1	-1	-1	1	0	300000000	0	15001	0	0	616000	0	0	0	1	0		1	952:1:5:1	1
99002	心魔·碧莲老妖（测试）	15001	1400	1	130000000	0	0	2730000	2730000	130000	130000	100000	0	0	0	180	0	100	1000	700	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	30000	2502	0	0	0	201	0	0	gw147	714	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	100:180	2	1	-1	-1	1	0	400000000	0	15002	0	0	623000	0	0	0	1	0		1	952:1:6:1	1
99003	心魔·碧月伏魔（测试）	15001	1500	1	133000000	0	0	3520000	3520000	160000	160000	100000	0	0	0	180	0	100	1000	700	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	30000	2502	0	0	0	201	0	0	gw147	715	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	100:180	2	1	-1	-1	1	0	500000000	0	15003	0	0	630000	0	0	0	1	0		1	952:1:6:1	1
99004	心魔·遮天蔽日（测试）	15001	1600	1	133000000	0	0	3680000	3680000	160000	160000	100000	0	0	0	180	0	100	1000	700	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	30000	2502	0	0	0	201	0	0	gw147	713	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	100:180	2	1	-1	-1	1	0	700000000	0	15004	0	0	1075000	2400	0	0	1	0		1	952:1:8:1	1
60001	怪物模型测试2001	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2075	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	100	0x00ff00	1	100:120	0	1	-1	-1	1	0	2000	1	20002	0	0	0	0	0	0	0	0		1	952:1:1:1	0
60002	怪物模型测试2002	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2076	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	100	0x00ff00	1	100:120	0	1	-1	-1	1	0	2000	1	20002	0	0	0	0	0	0	0	0		1	952:1:1:1	0
60003	怪物模型测试2003	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2003	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60004	怪物模型测试2004	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2004	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60005	怪物模型测试2005	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2005	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60006	怪物模型测试2006	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2006	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60007	怪物模型测试2007	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2007	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60008	怪物模型测试2008	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2008	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60009	怪物模型测试2009	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2009	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60010	怪物模型测试2010	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2010	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60011	怪物模型测试2011	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2011	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60012	怪物模型测试2012	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2012	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60013	怪物模型测试2013	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2013	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60014	怪物模型测试2014	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2014	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60015	怪物模型测试2015	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2015	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60016	怪物模型测试2016	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2016	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60017	怪物模型测试2017	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2017	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60018	怪物模型测试2018	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2018	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60019	怪物模型测试2019	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2019	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60020	怪物模型测试2020	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2020	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60021	怪物模型测试2021	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2021	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60022	怪物模型测试2022	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2022	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60023	怪物模型测试2023	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2023	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60024	怪物模型测试2024	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2024	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60025	怪物模型测试2025	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2025	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60026	怪物模型测试2026	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2026	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60027	怪物模型测试2027	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2027	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60028	怪物模型测试2028	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2028	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60029	怪物模型测试2029	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2029	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60030	怪物模型测试2030	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2030	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
60031	怪物模型测试2031	0	100	1	10000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2502	0	0	0	201	0	0	gw147	2031	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	20000000	1	20002	0	0	0	0	0	0	0	1		1	952:1:1:1	1
