INT	STRING	INT	STRING	STRING	STRING	INT	STRING
6150	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+50）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+51）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到51级
6151	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+51）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+52）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到52级
6152	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+52）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+53）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到53级
6153	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+53）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+54）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到54级
6154	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+54）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+55）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到55级
6155	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+55）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+56）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到56级
6156	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+56）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+57）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到57级
6157	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+57）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+58）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到58级
6158	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+58）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+59）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到59级
6159	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+59）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+60）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到60级
6160	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+60）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+61）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到61级
6161	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+61）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+62）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到62级
6162	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+62）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+63）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到63级
6163	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+63）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+64）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到64级
6164	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+64）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+65）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到65级
6165	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+65）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+66）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到66级
6166	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+66）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+67）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到67级
6167	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+67）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+68）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到68级
6168	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+68）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+69）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到69级
6169	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+69）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+70）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到70级
6170	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+70）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+71）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到71级
6171	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+71）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+72）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到72级
6172	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+72）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+73）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到73级
6173	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+73）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+74）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到74级
6174	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+74）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+75）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到75级
6175	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+75）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+76）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到76级
6176	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+76）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+77）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到77级
6177	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+77）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+78）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到78级
6178	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+78）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+79）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到79级
6179	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+79）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+80）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到80级
6180	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+80）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+81）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到81级
6181	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+81）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+82）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到82级
6182	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+82）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+83）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到83级
6183	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+83）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+84）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到84级
6184	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+84）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+85）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到85级
6185	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+85）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+86）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到86级
